iter	Logloss
167	0.6642291407
168	0.6641912821
169	0.6641839257
170	0.6641757453
171	0.6641684918
172	0.6641572656
173	0.6641416955
174	0.6641190454
175	0.6641149961
176	0.6640789002
177	0.664072162
178	0.6640560025
179	0.6640246072
180	0.6640246664
181	0.6640245323
182	0.6639919648
183	0.663973644
184	0.663963885
185	0.6639475471
186	0.6639465078
187	0.6639450752
188	0.6639394071
189	0.663921133
190	0.6639211944
191	0.6638900792
192	0.663882723
193	0.6638759389
194	0.663876926
195	0.6638670277
196	0.6638449066
197	0.6638304551
198	0.6638289492
199	0.6638251753
200	0.6638109069
201	0.6637896432
202	0.6637884362
203	0.6637725894
204	0.6637500031
205	0.6637474165
206	0.6637398793
207	0.6637362639
208	0.6637381005
209	0.6637251392
210	0.6637085792
211	0.6636896114
212	0.6636835163
213	0.6636791234
214	0.6636752734
215	0.6636668313
216	0.663661414
217	0.6636607136
218	0.6636401705
219	0.6636381831
220	0.6636319422
221	0.6636330263
222	0.6636306734
223	0.6636274641
224	0.6636247627
225	0.6636163042
226	0.6636092741
227	0.6636055035
228	0.6636015089
229	0.6635988084
230	0.6635855099
231	0.663578054
232	0.6635745137
233	0.6635737108
234	0.6635596914
235	0.663557735
236	0.6635526796
237	0.6635422315
238	0.6635345599
239	0.6635333854
240	0.6635318934
241	0.6635268657
242	0.663519041
243	0.6635157458
244	0.6635149947
245	0.6635075007
246	0.6635053462
247	0.6635013297
248	0.6635018318
249	0.6634974113
250	0.663482794
251	0.6634794258
252	0.6634724212
253	0.6634702932
254	0.6634705475
255	0.6634652563
256	0.6634499694
257	0.6634473904
258	0.6634426445
259	0.6634438511
260	0.663437829
261	0.6634321742
262	0.6634296475
263	0.6634239063
264	0.6634265203
265	0.663422683
266	0.6634240503
267	0.6634070802
268	0.6634032247
269	0.6634058313
270	0.6634039803
271	0.6633997574
272	0.6633960293
273	0.6633923727
274	0.6633779865
275	0.6633723499
276	0.6633673354
277	0.6633588532
278	0.6633544749
279	0.6633542505
280	0.6633488414
281	0.6633444112
282	0.6633405246
283	0.6633426854
284	0.6633416299
285	0.6633341727
286	0.6633216749
287	0.6633247316
288	0.6633106604
289	0.6633074709
290	0.6633058311
291	0.6633012004
292	0.6632890047
293	0.6632843783
294	0.6632857455
295	0.6632825831
296	0.6632821171
297	0.6632819083
298	0.6632798014
299	0.6632773628
300	0.6632773628
301	0.6632774698
302	0.6632725167
303	0.6632732134
304	0.6632700978
305	0.6632699171
306	0.6632665004
307	0.6632675393
308	0.6632638679
309	0.6632620787
310	0.6632638949
311	0.6632536156
312	0.6632445514
313	0.6632359715
314	0.6632303288
315	0.6632210152
316	0.6632103161
317	0.6632094771
318	0.6632044251
319	0.6632045478
320	0.6631928921
321	0.6631933265
322	0.6631875789
323	0.6631763388
324	0.6631781466
325	0.6631774473
326	0.6631766106
327	0.6631722724
328	0.6631711228
329	0.6631721753
330	0.663171784
331	0.6631708928
332	0.6631702861
333	0.6631659159
334	0.6631629834
335	0.6631612633
336	0.6631567607
337	0.6631580535
338	0.6631567654
339	0.6631527443
340	0.6631540228
341	0.6631441744
342	0.6631470631
343	0.6631448268
344	0.6631459699
345	0.6631439503
346	0.6631364003
347	0.6631377195
348	0.6631286549
349	0.6631268949
350	0.6631231782
351	0.6631253355
352	0.6631231475
353	0.6631220033
354	0.6631222925
355	0.6631219173
356	0.6631114172
357	0.6631133255
358	0.6631121061
359	0.6631117585
360	0.6631104785
361	0.6631100417
362	0.6631040278
363	0.6631027654
364	0.6631040819
365	0.6631006342
366	0.6630996659
367	0.663100037
368	0.6630983228
369	0.663098553
370	0.6630981841
371	0.6630992629
372	0.6630917671
373	0.6630926255
374	0.6630851376
375	0.6630845198
376	0.6630796774
377	0.6630837661
378	0.6630787117
379	0.6630739309
380	0.6630720984
381	0.6630707144
382	0.6630662947
383	0.663066184
384	0.6630661281
385	0.6630652627
386	0.6630606677
387	0.6630604688
388	0.663061014
389	0.6630556424
390	0.6630580284
391	0.6630488512
392	0.663045096
393	0.6630469071
394	0.6630462316
395	0.6630408801
396	0.6630411845
397	0.663042749
398	0.6630417672
399	0.6630432088
400	0.6630387803
401	0.6630394886
402	0.6630383243
403	0.6630399993
404	0.6630332318
405	0.6630332128
406	0.6630339844
407	0.6630308928
408	0.6630291493
409	0.6630286398
410	0.6630274726
411	0.6630278309
412	0.6630284158
413	0.6630246026
414	0.6630212699
415	0.6630173406
416	0.6630190702
417	0.6630162806
418	0.6630095821
419	0.6630090374
420	0.6630117228
421	0.6630065521
422	0.663007213
423	0.6630078074
424	0.6630022474
425	0.6630019927
426	0.6629978127
427	0.6629993819
428	0.6629947371
429	0.6629967073
430	0.6629955074
431	0.6629960478
432	0.6629955745
433	0.6629941766
434	0.6629945809
435	0.6629901086
436	0.6629894387
437	0.6629856209
438	0.6629834401
439	0.6629817022
440	0.6629835638
441	0.6629817345
442	0.6629761254
443	0.6629777353
444	0.6629814037
445	0.6629789794
446	0.662977236
447	0.6629773448
448	0.6629744994
449	0.6629729788
450	0.6629746586
451	0.6629709354
452	0.6629708752
453	0.6629701955
454	0.6629701955
455	0.6629681963
456	0.6629719333
457	0.6629641507
458	0.6629672181
459	0.6629689129
460	0.6629690837
461	0.6629648543
462	0.6629653931
463	0.6629632723
464	0.6629631391
465	0.6629612193
466	0.6629609676
467	0.6629609676
468	0.6629608472
469	0.6629620589
470	0.6629592794
471	0.6629588049
472	0.6629566414
473	0.662957611
474	0.6629558644
475	0.6629547223
476	0.6629535113
477	0.6629535652
478	0.6629528833
479	0.6629531127
480	0.6629530522
481	0.662952639
482	0.6629494503
483	0.6629467878
484	0.6629467878
485	0.6629467879
486	0.6629467879
487	0.6629467879
488	0.6629467879
489	0.6629490838
490	0.6629492655
491	0.6629472264
492	0.6629486567
493	0.6629409944
494	0.6629409944
495	0.6629450178
496	0.6629432067
497	0.6629417507
498	0.6629417507
499	0.6629431972
500	0.6629404162
501	0.6629406386
502	0.6629418385
503	0.6629397736
504	0.6629363882
505	0.6629345053
506	0.6629345053
507	0.662933231
508	0.6629313674
509	0.6629347904
510	0.6629341841
511	0.6629323678
512	0.6629326672
513	0.6629305531
514	0.6629281938
515	0.6629281832
516	0.6629267905
517	0.6629258214
518	0.6629258214
519	0.6629259311
520	0.6629248558
521	0.662924118
522	0.6629241687
523	0.662919523
524	0.6629178971
525	0.6629169344
526	0.662916444
527	0.6629155321
528	0.6629156451
529	0.6629165402
530	0.662913216
531	0.6629130299
532	0.6629129697
533	0.6629154928
534	0.6629119902
535	0.6629119902
536	0.6629098125
537	0.6629130032
538	0.6629108267
539	0.662912329
540	0.6629087103
541	0.6629095416
542	0.6629078543
543	0.6629079684
544	0.6629092815
545	0.6629073618
546	0.6629026568
547	0.6629027708
548	0.6629000578
549	0.6629014462
550	0.6629011447
551	0.6628995185
552	0.6629016779
553	0.662902033
554	0.6628993768
555	0.6628947912
556	0.6628959882
557	0.6628935212
558	0.6628953814
559	0.6628956215
560	0.662896698
561	0.6628953665
562	0.6628948782
563	0.6628911984
564	0.6628933611
565	0.6628930537
566	0.6628883024
567	0.6628882423
568	0.6628913746
569	0.6628891398
570	0.6628881075
571	0.6628880377
572	0.6628878503
573	0.66288652
574	0.6628840444
575	0.6628840444
576	0.6628859083
577	0.6628868665
578	0.6628881901
579	0.6628852897
580	0.6628835937
581	0.6628856338
582	0.6628840639
583	0.6628810473
584	0.6628806827
585	0.6628835692
586	0.6628803085
587	0.6628803085
588	0.6628812721
589	0.6628783146
590	0.6628766907
591	0.6628780125
592	0.6628765725
593	0.662878735
594	0.6628769306
595	0.6628767519
596	0.6628760262
597	0.6628765596
598	0.6628781199
599	0.6628755313
600	0.6628745032
601	0.6628745032
602	0.6628745032
603	0.6628736022
604	0.6628742604
605	0.6628748538
606	0.6628743677
607	0.662872446
608	0.662872203
609	0.662872687
610	0.6628727418
611	0.6628735172
612	0.6628708598
613	0.6628686864
614	0.6628694046
615	0.6628693414
616	0.6628703017
617	0.6628712589
618	0.6628666141
619	0.6628676917
620	0.6628693715
621	0.6628667174
622	0.6628671399
623	0.662865147
624	0.662866828
625	0.6628646556
626	0.6628624897
627	0.6628624897
628	0.6628662257
629	0.6628601989
630	0.662860199
631	0.6628603194
632	0.6628616424
633	0.6628635672
634	0.6628618832
635	0.6628605538
636	0.6628632017
637	0.6628599463
638	0.6628633145
639	0.6628628308
640	0.6628618704
641	0.6628590969
642	0.6628621048
643	0.6628590935
644	0.6628571105
645	0.6628571105
646	0.6628607851
647	0.662859216
648	0.6628593947
649	0.6628598732
650	0.6628604108
651	0.6628577579
652	0.6628565491
653	0.6628565479
654	0.6628576299
655	0.6628561825
656	0.6628571462
657	0.6628538317
658	0.6628538317
659	0.6628544887
660	0.6628567752
661	0.6628568909
662	0.6628541789
663	0.6628541789
664	0.6628544779
665	0.6628559803
666	0.6628539917
667	0.6628547154
668	0.6628563985
669	0.662854409
670	0.6628554273
671	0.6628542187
672	0.662854337
673	0.662856503
674	0.6628543295
675	0.6628518583
676	0.6628521593
677	0.6628505893
678	0.6628527574
679	0.6628511881
680	0.6628539572
681	0.6628513697
682	0.6628529354
683	0.6628551617
684	0.6628501005
685	0.6628501005
686	0.6628501005
687	0.6628507028
688	0.662852387
689	0.6628537099
690	0.6628507587
691	0.6628478034
692	0.6628480444
693	0.66285015
694	0.6628526172
695	0.6628485199
696	0.6628511707
697	0.6628512891
698	0.6628491231
699	0.6628479166
700	0.6628450238
701	0.6628450238
702	0.6628450238
703	0.6628457432
704	0.6628459239
705	0.6628483328
706	0.6628469455
707	0.6628467035
708	0.6628460981
709	0.6628470585
710	0.662846212
711	0.6628465724
712	0.6628431965
713	0.6628469284
714	0.6628487329
715	0.6628463218
716	0.662846982
717	0.6628478831
718	0.6628471595
719	0.6628471586
720	0.6628436635
721	0.6628450464
722	0.6628441421
723	0.6628431762
724	0.6628461252
725	0.6628435936
726	0.6628446766
727	0.6628403383
728	0.6628414825
729	0.6628428677
730	0.6628435279
731	0.6628424405
732	0.6628396694
733	0.6628396694
734	0.6628395489
735	0.6628395489
736	0.6628395489
737	0.6628396694
738	0.6628397898
739	0.6628397898
740	0.6628394887
741	0.6628419568
742	0.6628421955
743	0.662839422
744	0.6628423139
745	0.6628406244
746	0.662838878
747	0.6628403824
748	0.6628387551
749	0.662840621
750	0.6628386327
751	0.6628367634
752	0.6628367634
753	0.6628391724
754	0.6628385702
755	0.6628395964
756	0.662839052
757	0.6628373657
758	0.66283761
759	0.6628358624
760	0.6628365862
761	0.6628377271
762	0.662837967
763	0.6628392284
764	0.6628367572
765	0.6628360334
766	0.6628366959
767	0.6628369958
768	0.6628363946
769	0.662834888
770	0.6628360903
771	0.6628372324
772	0.6628357847
773	0.6628364464
774	0.6628381303
775	0.6628354202
776	0.6628356601
777	0.6628350556
778	0.6628352374
779	0.6628342728
780	0.6628383668
781	0.6628367397
782	0.6628369193
783	0.662836316
784	0.6628356525
785	0.6628355901
786	0.6628348063
787	0.66283613
788	0.6628360085
789	0.662835887
790	0.6628353471
791	0.6628360104
792	0.6628372742
793	0.66283589
794	0.6628339619
795	0.6628360095
796	0.6628354651
797	0.6628352846
798	0.6628343199
799	0.662833779
800	0.66283462
801	0.662835221
802	0.6628344985
803	0.6628366074
804	0.6628361234
805	0.66283311
806	0.6628338317
807	0.6628326251
808	0.6628326263
809	0.6628316001
810	0.6628316001
811	0.6628316001
812	0.6628317808
813	0.6628317808
814	0.6628317808
815	0.6628341899
816	0.662831539
817	0.6628310572
818	0.662831539
819	0.6628307549
820	0.6628302731
821	0.6628302731
822	0.6628302731
823	0.6628302731
824	0.6628302731
825	0.6628306344
826	0.6628321422
827	0.6628349738
828	0.662833225
829	0.662833466
830	0.6628326218
831	0.6628323185
832	0.662832256
833	0.6628311108
834	0.6628329176
835	0.6628330378
836	0.6628345436
837	0.6628335776
838	0.6628343015
839	0.6628329768
840	0.662831529
841	0.6628330359
842	0.6628322519
843	0.6628329745
844	0.6628311668
845	0.6628326122
846	0.6628302023
847	0.6628317079
848	0.662831226
849	0.6628300806
850	0.6628303215
851	0.6628281534
852	0.6628281534
853	0.6628281534
854	0.6628278523
855	0.6628278523
856	0.6628278523
857	0.6628278523
858	0.6628278523
859	0.6628278523
860	0.6628279126
861	0.6628281535
862	0.6628282739
863	0.6628282739
864	0.6628282739
865	0.6628283943
866	0.6628283943
867	0.662828033
868	0.662828033
869	0.6628281535
870	0.662832068
871	0.6628305602
872	0.6628294159
873	0.6628317635
874	0.6628320044
875	0.6628328477
876	0.6628329056
877	0.6628315194
878	0.662832241
879	0.6628321206
880	0.6628362159
881	0.6628302515
882	0.6628323595
883	0.6628320572
884	0.6628289871
885	0.6628300698
886	0.66282742
887	0.66282742
888	0.6628278417
889	0.6628278417
890	0.6628283234
891	0.6628295302
892	0.6628286244
893	0.6628296483
894	0.6628286849
895	0.6628301892
896	0.6628286233
897	0.6628282609
898	0.6628273565
899	0.6628282599
900	0.6628292849
901	0.6628281405
902	0.6628278394
903	0.6628278394
904	0.6628278394
905	0.6628278394
906	0.6628282608
907	0.662828863
908	0.6628278995
909	0.6628297665
910	0.6628289826
911	0.6628276565
912	0.6628276565
913	0.6628276565
914	0.6628276565
915	0.6628276565
916	0.6628295837
917	0.6628295826
918	0.6628275929
919	0.6628275929
920	0.6628269918
921	0.6628269918
922	0.6628268714
923	0.6628268714
924	0.6628298225
925	0.6628295202
926	0.6628298202
927	0.6628303031
928	0.6628288588
929	0.6628292804
930	0.6628281363
931	0.6628290985
932	0.6628283759
933	0.6628281362
934	0.6628287385
935	0.6628286782
936	0.6628292803
937	0.6628305439
938	0.6628300009
939	0.6628287351
940	0.6628288545
941	0.6628302397
942	0.662828974
943	0.662828732
944	0.6628265026
945	0.6628258402
946	0.6628258402
947	0.662828007
948	0.6628278264
949	0.6628276457
950	0.6628266221
951	0.6628266822
952	0.6628266822
953	0.6628264413
954	0.662825838
955	0.662825838
956	0.662825838
957	0.6628263199
958	0.6628268016
959	0.6628272833
960	0.6628272833
961	0.6628277051
962	0.6628271029
963	0.6628261984
964	0.6628251131
965	0.6628251131
966	0.6628236075
967	0.6628236075
968	0.6628236075
969	0.6628236075
970	0.6628236075
971	0.6628235473
972	0.6628235473
973	0.6628235473
974	0.6628235473
975	0.662824812
976	0.6628233076
977	0.6628233076
978	0.6628233678
979	0.6628233678
980	0.6628233678
981	0.6628233076
982	0.6628233076
983	0.6628233076
984	0.6628233076
985	0.6628233076
986	0.6628233076
987	0.6628233076
988	0.6628233678
989	0.6628233678
990	0.6628233678
991	0.6628233076
992	0.6628233076
993	0.6628233076
994	0.6628233076
995	0.6628233076
996	0.6628233076
997	0.6628233076
998	0.6628233679
999	0.6628233679
